id,links,title,name,new_title
8kQH_bBMrMQ,https://www.youtube.com/watch?v=8kQH_bBMrMQ&list=PLERDggUlyQZ-buvN7sNBLVQWlYMBCjVX2&index=1&pp=iAQB8AUB,숲,최유리,숲
_fd_hwSm9zI,https://www.youtube.com/watch?v=_fd_hwSm9zI&list=PLERDggUlyQZ-buvN7sNBLVQWlYMBCjVX2&index=2&pp=iAQB8AUB,"잘 지내자, 우리",최유리,"잘 지내자, 우리"
G6tAF9f4N6Q,https://www.youtube.com/watch?v=G6tAF9f4N6Q&list=PLERDggUlyQZ-buvN7sNBLVQWlYMBCjVX2&index=3&pp=iAQB8AUB,Wish,최유리,Wish
Qh7BuYMkops,https://www.youtube.com/watch?v=Qh7BuYMkops&list=PLERDggUlyQZ-buvN7sNBLVQWlYMBCjVX2&index=4&pp=iAQB8AUB,동그라미,최유리,동그라미
UBM-eArPBig,https://www.youtube.com/watch?v=UBM-eArPBig&list=PLERDggUlyQZ-buvN7sNBLVQWlYMBCjVX2&index=5&pp=iAQB8AUB,바다,최유리,바다
t3jDDdtM1gQ,https://www.youtube.com/watch?v=t3jDDdtM1gQ&list=PLERDggUlyQZ-buvN7sNBLVQWlYMBCjVX2&index=6&pp=iAQB8AUB,지나가요 (Duet 최유리),최유리,지나가요
y0FBpW-DUIc,https://www.youtube.com/watch?v=y0FBpW-DUIc&list=PLERDggUlyQZ-buvN7sNBLVQWlYMBCjVX2&index=7&pp=iAQB8AUB,끝,최유리,끝
3u_f_LOUtPc,https://www.youtube.com/watch?v=3u_f_LOUtPc&list=PLERDggUlyQZ-buvN7sNBLVQWlYMBCjVX2&index=8&pp=iAQB8AUB,That's all,최유리,That's all
QHVBHSI0NfQ,https://www.youtube.com/watch?v=QHVBHSI0NfQ&list=PLERDggUlyQZ-buvN7sNBLVQWlYMBCjVX2&index=9&pp=iAQB8AUB,사랑,최유리,사랑
epfxnk8jBsc,https://www.youtube.com/watch?v=epfxnk8jBsc&list=PLERDggUlyQZ-buvN7sNBLVQWlYMBCjVX2&index=10&pp=iAQB8AUB,당신은 누구시길래,최유리,당신은 누구시길래
5_IYVichXbA,https://www.youtube.com/watch?v=5_IYVichXbA&list=PLJ-MBe9La122gyo25XzJGOi54shIOY3e7&index=1&pp=iAQB8AUB,eight (Prod. & Feat. SUGA of BTS) (에잇(Prod. & Feat. SUGA of BTS)),아이유,에잇(Prod. & Feat. SUGA of BTS)
I0_ZXHzKysc,https://www.youtube.com/watch?v=I0_ZXHzKysc&list=PLJ-MBe9La122gyo25XzJGOi54shIOY3e7&index=2&pp=iAQB8AUB,Blueming (Blueming),아이유,Blueming (Blueming)
BZqfL_2CzKg,https://www.youtube.com/watch?v=BZqfL_2CzKg&list=PLJ-MBe9La122gyo25XzJGOi54shIOY3e7&index=3&pp=iAQB8AUB,BBIBBI (삐삐),아이유,BBIBBI (삐삐)
2C1Jg04INb4,https://www.youtube.com/watch?v=2C1Jg04INb4&list=PLJ-MBe9La122gyo25XzJGOi54shIOY3e7&index=4&pp=iAQB8AUB,Palette (feat. G-DRAGON) (팔레트 (feat. G-DRAGON)),아이유,Palette (feat. G-DRAGON) (팔레트 (feat. G-DRAGON))
euI-C1YONaU,https://www.youtube.com/watch?v=euI-C1YONaU&list=PLJ-MBe9La122gyo25XzJGOi54shIOY3e7&index=5&pp=iAQB8AUB,Give You My Heart (마음을 드려요),아이유,Give You My Heart (마음을 드려요)
NnRjwEhFU70,https://www.youtube.com/watch?v=NnRjwEhFU70&list=PLJ-MBe9La122gyo25XzJGOi54shIOY3e7&index=6&pp=iAQB8AUB,Through the Night (밤편지),아이유,Through the Night (밤편지)
OIHlzvEKncQ,https://www.youtube.com/watch?v=OIHlzvEKncQ&list=PLJ-MBe9La122gyo25XzJGOi54shIOY3e7&index=7&pp=iAQB8AUB,Good day (좋은 날),아이유,Good day (좋은 날)
GXNHaLIhyMY,https://www.youtube.com/watch?v=GXNHaLIhyMY&list=PLJ-MBe9La122gyo25XzJGOi54shIOY3e7&index=8&pp=iAQB8AUB,Twenty-three (스물셋),아이유,Twenty-three (스물셋)
U9aJbs4Prfo,https://www.youtube.com/watch?v=U9aJbs4Prfo&list=PLJ-MBe9La122gyo25XzJGOi54shIOY3e7&index=9&pp=iAQB8AUB,above the time (시간의 바깥),아이유,above the time (시간의 바깥)
kcx0a2OAhN0,https://www.youtube.com/watch?v=kcx0a2OAhN0&list=PLJ-MBe9La122gyo25XzJGOi54shIOY3e7&index=10&pp=iAQB8AUB,Love poem (Love poem),아이유,Love poem (Love poem)
7nigXQS1Xb0,https://www.youtube.com/watch?v=7nigXQS1Xb0&list=PLG58Rok5_UDsXyqM8Ohw_gC3HAFh6i_N2&index=1&pp=iAQB8AUB,INVU,태연,INVU
INLFlN-PZq4,https://www.youtube.com/watch?v=INLFlN-PZq4&list=PLG58Rok5_UDsXyqM8Ohw_gC3HAFh6i_N2&index=2&pp=iAQB8AUB,Weekend,태연,Weekend
u1uvv_yKhH8,https://www.youtube.com/watch?v=u1uvv_yKhH8&list=PLG58Rok5_UDsXyqM8Ohw_gC3HAFh6i_N2&index=3&pp=iAQB8AUB,Fine,태연,Fine
_Pm74XignKI,https://www.youtube.com/watch?v=_Pm74XignKI&list=PLG58Rok5_UDsXyqM8Ohw_gC3HAFh6i_N2&index=4&pp=iAQB8AUB,Can't Control Myself,태연,Can't Control Myself
ShP6KqZVQtM,https://www.youtube.com/watch?v=ShP6KqZVQtM&list=PLG58Rok5_UDsXyqM8Ohw_gC3HAFh6i_N2&index=5&pp=iAQB8AUB,I,태연,I
XReCgXhOg3E,https://www.youtube.com/watch?v=XReCgXhOg3E&list=PLG58Rok5_UDsXyqM8Ohw_gC3HAFh6i_N2&index=6&pp=iAQB8AUB,11:11,태연,11:11
CinJhZF5ZuA,https://www.youtube.com/watch?v=CinJhZF5ZuA&list=PLG58Rok5_UDsXyqM8Ohw_gC3HAFh6i_N2&index=7&pp=iAQB8AUB,불티 Spark,태연,불티 Spark
yxagVXtlE_0,https://www.youtube.com/watch?v=yxagVXtlE_0&list=PLG58Rok5_UDsXyqM8Ohw_gC3HAFh6i_N2&index=8&pp=iAQB8AUB,사계 Four Seasons,태연,사계 Four Seasons
FFbvbMhrEdI,https://www.youtube.com/watch?v=FFbvbMhrEdI&list=PLG58Rok5_UDsXyqM8Ohw_gC3HAFh6i_N2&index=9&pp=iAQB8AUB,What Do I Call You,태연,What Do I Call You
aDCzWqHCeYQ,https://www.youtube.com/watch?v=aDCzWqHCeYQ&list=PLG58Rok5_UDsXyqM8Ohw_gC3HAFh6i_N2&index=10&pp=iAQB8AUB,Rain,태연,Rain
VY_BU1Ja_TM,https://www.youtube.com/watch?v=VY_BU1Ja_TM&list=PLShaVkJANqFwRXUqbKv_73dulXIOlcGxy&index=1&pp=iAQB8AUB,Dear my X (나의 X에게),경서,Dear my X (나의 X에게)
byE-jLoSojA,https://www.youtube.com/watch?v=byE-jLoSojA&list=PLShaVkJANqFwRXUqbKv_73dulXIOlcGxy&index=2&pp=iAQB8AUB,My Everything (넌 내꺼야),경서,My Everything (넌 내꺼야)
l-ZJLSMK0ic,https://www.youtube.com/watch?v=l-ZJLSMK0ic&list=PLShaVkJANqFwRXUqbKv_73dulXIOlcGxy&index=3&pp=iAQB8AUB,flutter (봄이야),경서,flutter (봄이야)
OnhYn26OQ7Y,https://www.youtube.com/watch?v=OnhYn26OQ7Y&list=PLShaVkJANqFwRXUqbKv_73dulXIOlcGxy&index=4&pp=iAQB8AUB,CHECKLIST (고백연습),경서,CHECKLIST (고백연습)
ZAHtwfJrJp0,https://www.youtube.com/watch?v=ZAHtwfJrJp0&list=PLShaVkJANqFwRXUqbKv_73dulXIOlcGxy&index=5&pp=iAQB8AUB,Shiny Star (2020) (밤 하늘의 별을(2020)),경서,Shiny Star (2020) (밤 하늘의 별을(2020))
xFuwU2AMhkg,https://www.youtube.com/watch?v=xFuwU2AMhkg&list=PLShaVkJANqFwRXUqbKv_73dulXIOlcGxy&index=6&pp=iAQB8AUB,"Blue Whale (From ""Vocal Play: Campus Music Olympiad Semi Final"")",경서,"Blue Whale (From ""Vocal Play: Campus Music Olympiad Semi Final"")"
x7RLf9niRCQ,https://www.youtube.com/watch?v=x7RLf9niRCQ&list=PLShaVkJANqFwRXUqbKv_73dulXIOlcGxy&index=7&pp=iAQB8AUB,Dream about You,경서,Dream about You
QobRhpTWA28,https://www.youtube.com/watch?v=QobRhpTWA28&list=PLShaVkJANqFwRXUqbKv_73dulXIOlcGxy&index=8&pp=iAQB8AUB,내가 야! 하면 넌 예! (feat. 경서),경서,내가 야! 하면 넌 예
jtSSQ1mVyQw,https://www.youtube.com/watch?v=jtSSQ1mVyQw&list=PLShaVkJANqFwRXUqbKv_73dulXIOlcGxy&index=9&pp=iAQB8AUB,The day I first fell in love (Prod. DOKO) (이런 기분 처음이야 (Prod. DOKO(도코))),경서,The day I first fell in love (Prod. DOKO) (이런 기분 처음이야 (Prod. DOKO(도코)))
7V-GouT3Q1U,https://www.youtube.com/watch?v=7V-GouT3Q1U&list=PLShaVkJANqFwRXUqbKv_73dulXIOlcGxy&index=10&pp=iAQB8AUB,"Thank You For Today (From ""Vocal Play: Campus Music Olympiad Final"")",경서,"Thank You For Today (From ""Vocal Play: Campus Music Olympiad Final"")"
0i2wOl5PDOw,https://www.youtube.com/watch?v=0i2wOl5PDOw&list=PLCyJfaNcHj0hmY2vNXGmv-Q7ojhEutIbQ&index=1&pp=iAQB8AUB,우주를 줄게,볼빨간 사춘기,우주를 줄게
krpfUwaftPs,https://www.youtube.com/watch?v=krpfUwaftPs&list=PLCyJfaNcHj0hmY2vNXGmv-Q7ojhEutIbQ&index=2&pp=iAQB8AUB,썸 탈꺼야,볼빨간 사춘기,썸 탈꺼야
DMcRIihAq9Q,https://www.youtube.com/watch?v=DMcRIihAq9Q&list=PLCyJfaNcHj0hmY2vNXGmv-Q7ojhEutIbQ&index=3&pp=iAQB8AUB,여행,볼빨간 사춘기,여행
-1R2RfcGclg,https://www.youtube.com/watch?v=-1R2RfcGclg&list=PLCyJfaNcHj0hmY2vNXGmv-Q7ojhEutIbQ&index=4&pp=iAQB8AUB,남이 될 수 있을까,볼빨간 사춘기,남이 될 수 있을까
bWPxFjZ2GX0,https://www.youtube.com/watch?v=bWPxFjZ2GX0&list=PLCyJfaNcHj0hmY2vNXGmv-Q7ojhEutIbQ&index=5&pp=iAQB8AUB,"나만, 봄",볼빨간 사춘기,"나만, 봄"
4_phMXGTgrM,https://www.youtube.com/watch?v=4_phMXGTgrM&list=PLCyJfaNcHj0hmY2vNXGmv-Q7ojhEutIbQ&index=6&pp=iAQB8AUB,처음부터 너와 나,볼빨간 사춘기,처음부터 너와 나
o1MtOu0Z4Hg,https://www.youtube.com/watch?v=o1MtOu0Z4Hg&list=PLCyJfaNcHj0hmY2vNXGmv-Q7ojhEutIbQ&index=7&pp=iAQB8AUB,심술,볼빨간 사춘기,심술
nDBK2k0FwB8,https://www.youtube.com/watch?v=nDBK2k0FwB8&list=PLCyJfaNcHj0hmY2vNXGmv-Q7ojhEutIbQ&index=8&pp=iAQB8AUB,Blue,볼빨간 사춘기,Blue
VDNtjtIMPL0,https://www.youtube.com/watch?v=VDNtjtIMPL0&list=PLCyJfaNcHj0hmY2vNXGmv-Q7ojhEutIbQ&index=9&pp=iAQB8AUB,워커홀릭,볼빨간 사춘기,워커홀릭
qJgtjKDQHW4,https://www.youtube.com/watch?v=qJgtjKDQHW4&list=PLCyJfaNcHj0hmY2vNXGmv-Q7ojhEutIbQ&index=10&pp=iAQB8AUB,Mermaid,볼빨간 사춘기,Mermaid
uw_HR9jIJww,https://www.youtube.com/watch?v=uw_HR9jIJww&list=PLooeWILrVByIoT2A8Gfx4GgRWDg7mqYX5&index=1&pp=iAQB8AUB,헤이즈 (Heize) - Jenga (Feat. Gaeko) MV,헤이즈,Jenga (Feat. Gaeko) 
MGos22_JM1U,https://www.youtube.com/watch?v=MGos22_JM1U&list=PLooeWILrVByIoT2A8Gfx4GgRWDg7mqYX5&index=2&pp=iAQB8AUB,헤이즈 (Heize) - 내가 더 나빠 (didn't know me) MV,헤이즈,내가 더 나빠 (didn't know me) 
9mRicqcxQro,https://www.youtube.com/watch?v=9mRicqcxQro&list=PLooeWILrVByIoT2A8Gfx4GgRWDg7mqYX5&index=3&pp=iAQB8AUB,헤이즈 (Heize) - MIANHAE (Sorry) MV,헤이즈,MIANHAE (Sorry) 
afxLaQiLu-o,https://www.youtube.com/watch?v=afxLaQiLu-o&list=PLooeWILrVByIoT2A8Gfx4GgRWDg7mqYX5&index=4&pp=iAQB8AUB,"헤이즈 (Heize) - 비도 오고 그래서 (You, Clouds, Rain) (Feat. 신용재 (Shin Yong Jae)) MV",헤이즈,"비도 오고 그래서 (You, Clouds, Rain) (Feat. 신용재 (Shin Yong Jae)) "
vvkWaI91mLM,https://www.youtube.com/watch?v=vvkWaI91mLM&list=PLooeWILrVByIoT2A8Gfx4GgRWDg7mqYX5&index=5&pp=iAQB8AUB,헤이즈 (Heize) - 널 너무 모르고 (Don't know you) MV,헤이즈,널 너무 모르고 (Don't know you) 
eEx9Y8PE-Fc,https://www.youtube.com/watch?v=eEx9Y8PE-Fc&list=PLooeWILrVByIoT2A8Gfx4GgRWDg7mqYX5&index=6&pp=iAQB8AUB,Heize (헤이즈) - 돌아오지마 (Feat. 용준형 Of BEAST 비스트),헤이즈,돌아오지마 (Feat. 용준형 Of BEAST 비스트)
XUR8QByF2As,https://www.youtube.com/watch?v=XUR8QByF2As&list=PLooeWILrVByIoT2A8Gfx4GgRWDg7mqYX5&index=7&pp=iAQB8AUB,헤이즈 (Heize) - 저 별 (Star) MV (ENG Sub),헤이즈,저 별 (Star)  (ENG Sub)
rCeM57e2BfU,https://www.youtube.com/watch?v=rCeM57e2BfU&list=PLooeWILrVByIoT2A8Gfx4GgRWDg7mqYX5&index=8&pp=iAQB8AUB,"헤이즈 (Heize) - And July (Feat. DEAN, DJ Friz) MV",헤이즈,"And July (Feat. DEAN, DJ Friz) "
sk6WiGOmlso,https://www.youtube.com/watch?v=sk6WiGOmlso&list=PLooeWILrVByIoT2A8Gfx4GgRWDg7mqYX5&index=9&pp=iAQB8AUB,헤이즈 (Heize) - Shut Up & Groove (Feat. DEAN) MV,헤이즈,Shut Up & Groove (Feat. DEAN) 
1xg2zk4qOPo,https://www.youtube.com/watch?v=1xg2zk4qOPo&list=PLooeWILrVByIoT2A8Gfx4GgRWDg7mqYX5&index=10&pp=iAQB8AUB,헤이즈 (Heize) - 너와 함께한 시간 속에서 (In the Time Spent With You) MV,헤이즈,너와 함께한 시간 속에서 (In the Time Spent With You) 
K3Bq9mIHbzw,https://www.youtube.com/watch?v=K3Bq9mIHbzw&list=PLitPkMJ97G7VJ9VOieUegh0cpBicAwWET&index=1&pp=iAQB8AUB,GUMMY(거미) - WE SHOULD'VE BEEN FRIENDS(친구라도 될 걸 그랬어) M/V,거미,WE SHOULD'VE BEEN FRIENDS(친구라도 될 걸 그랬어) 
IaOVzBVj5_E,https://www.youtube.com/watch?v=IaOVzBVj5_E&list=PLitPkMJ97G7VJ9VOieUegh0cpBicAwWET&index=2&pp=iAQB8AUB,GUMMY(거미) - UNREQUITED LOVE(혼자만 하는 사랑) M/V,거미,UNREQUITED LOVE(혼자만 하는 사랑) 
cBrcZycZsb8,https://www.youtube.com/watch?v=cBrcZycZsb8&list=PLitPkMJ97G7VJ9VOieUegh0cpBicAwWET&index=3&pp=iAQB8AUB,Because It's You / Gummy　（그대라서 / 거미）,거미,그대라서 / 거미
9tk6j8PUzD4,https://www.youtube.com/watch?v=9tk6j8PUzD4&list=PLitPkMJ97G7VJ9VOieUegh0cpBicAwWET&index=4&pp=iAQB8AUB,GUMMY(거미) - 날 그만 잊어요(내 머리 속의 지우개 OST),거미,날 그만 잊어요(내 머리 속의 지우개 OST)
NRltHmPIt04,https://www.youtube.com/watch?v=NRltHmPIt04&list=PLitPkMJ97G7VJ9VOieUegh0cpBicAwWET&index=5&pp=iAQB8AUB,GUMMY(거미) - CHILDISH ADULT(어른아이) M/V,거미,CHILDISH ADULT(어른아이) 
f69eFZn53d4,https://www.youtube.com/watch?v=f69eFZn53d4&list=PLitPkMJ97G7VJ9VOieUegh0cpBicAwWET&index=6&pp=iAQB8AUB,[복면가왕] 소녀의 순정 코스모스 - 아름다운 이별 kpop 韓國歌謠,거미,아름다운 이별
oig8z3n0QNg,https://www.youtube.com/watch?v=oig8z3n0QNg&list=PLitPkMJ97G7VJ9VOieUegh0cpBicAwWET&index=7&pp=iAQB8AUB,거미 - 통증 M/V (화질 : 480P),거미,통증  
y8iuYVVC09U,https://www.youtube.com/watch?v=y8iuYVVC09U&list=PLitPkMJ97G7VJ9VOieUegh0cpBicAwWET&index=8&pp=iAQB8AUB,"Wheesung (휘성), Gummy (거미) - Special Love {Audio} YouTube",거미,Special Love
RHH3QxgCfEk,https://www.youtube.com/watch?v=RHH3QxgCfEk&list=PLitPkMJ97G7VJ9VOieUegh0cpBicAwWET&index=9&pp=iAQB8AUB,거미-기억상실,거미,거미-기억상실
OUQ2wAJZ5aY,https://www.youtube.com/watch?v=OUQ2wAJZ5aY&list=PLitPkMJ97G7VJ9VOieUegh0cpBicAwWET&index=10&pp=iAQB8AUB,러브 레시피 (Love Recipe) - Gummy & Bobby Kim (Gong Yoo Cyworld BGM 101127),거미,러브 레시피 (Love Recipe)
JuYUpf2USMA,https://www.youtube.com/watch?v=JuYUpf2USMA&list=PLuhZDNOkpbwu8hZJ8pX1uXh3pWiag2ghW&index=1&pp=iAQB8AUB,케이시 - 너 밖엔 없더라 / Kpop / Lyrics / 가사,케이시,너 밖엔 없더라
SgCVL4vhUy8,https://www.youtube.com/watch?v=SgCVL4vhUy8&list=PLuhZDNOkpbwu8hZJ8pX1uXh3pWiag2ghW&index=2&pp=iAQB8AUB,케이시 - 사실말야내가말야그게그러니까말이야/ Kpop / Lyrics / 가사,케이시,사실말야내가말야그게그러니까말이야
K-zIj3PRDCo,https://www.youtube.com/watch?v=K-zIj3PRDCo&list=PLuhZDNOkpbwu8hZJ8pX1uXh3pWiag2ghW&index=3&pp=iAQB8AUB,"케이시(Kassy) - 굿모닝 (Good Morning) [쌈, 마이웨이 OST Part.2] [가사/Lyrics]",케이시,굿모닝 (Good Morning)
mHRqPS2pqD0,https://www.youtube.com/watch?v=mHRqPS2pqD0&list=PLuhZDNOkpbwu8hZJ8pX1uXh3pWiag2ghW&index=4&pp=iAQB8AUB,케이시 - 언제나 사랑해 / 가사,케이시,언제나 사랑해
m0BmTFpdhXM,https://www.youtube.com/watch?v=m0BmTFpdhXM&list=PLuhZDNOkpbwu8hZJ8pX1uXh3pWiag2ghW&index=5&pp=iAQB8AUB,케이시 - 나 그댈위해 시 한편을 쓰겠어 / 가사,케이시,나 그댈위해 시 한편을 쓰겠어
cDMJ_RjwkLI,https://www.youtube.com/watch?v=cDMJ_RjwkLI&list=PLuhZDNOkpbwu8hZJ8pX1uXh3pWiag2ghW&index=6&pp=iAQB8AUB,Kassy (케이시) - One Sunny Day [어느 햇살 좋은 날] Hometown Cha Cha Cha (갯마을 차차차) OST Part 2 Lyrics/가사,케이시,One Sunny Day [어느 햇살 좋은 날]
IR50b-VvcZU,https://www.youtube.com/watch?v=IR50b-VvcZU&list=PLuhZDNOkpbwu8hZJ8pX1uXh3pWiag2ghW&index=7&pp=iAQB8AUB,케이시 - 너의 발걸음에 빛을 비춰줄게 / 가사,케이시,너의 발걸음에 빛을 비춰줄게
p5iu1V30myk,https://www.youtube.com/watch?v=p5iu1V30myk&list=PLuhZDNOkpbwu8hZJ8pX1uXh3pWiag2ghW&index=8&pp=iAQB8AUB,케이시 (Kassy) - 그때가 좋았어 (The day was beautiful) | 가사,케이시,그때가 좋았어 (The day was beautiful)
nuUSmMZXgxI,https://www.youtube.com/watch?v=nuUSmMZXgxI&list=PLuhZDNOkpbwu8hZJ8pX1uXh3pWiag2ghW&index=9&pp=iAQB8AUB,케이시 (Kassy) - 진심이 담긴 노래 (True Song) | 가사,케이시,진심이 담긴 노래 (True Song)
fwM-OMcE4so,https://www.youtube.com/watch?v=fwM-OMcE4so&list=PLuhZDNOkpbwu8hZJ8pX1uXh3pWiag2ghW&index=10&pp=iAQB8AUB,케이시(Kassy) - 가을밤 떠난 너 / 가사,케이시,가을밤 떠난 너 
jzD_yyEcp0M,https://www.youtube.com/watch?v=jzD_yyEcp0M&list=PLf40m5lz86vJ4V672gUmrWMIulVk2jTO7&index=1&pp=iAQB8AUB,Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,앤 마리,FRIENDS 
Il-an3K9pjg,https://www.youtube.com/watch?v=Il-an3K9pjg&list=PLf40m5lz86vJ4V672gUmrWMIulVk2jTO7&index=2&pp=iAQB8AUB,Anne-Marie - 2002 [Official Video],앤 마리,2002
2FtFwAaCjrM,https://www.youtube.com/watch?v=2FtFwAaCjrM&list=PLf40m5lz86vJ4V672gUmrWMIulVk2jTO7&index=3&pp=iAQB8AUB,Anne-Marie - Perfect To Me [Official Music Video],앤 마리,Perfect To Me 
xZdXI9ipZL8,https://www.youtube.com/watch?v=xZdXI9ipZL8&list=PLf40m5lz86vJ4V672gUmrWMIulVk2jTO7&index=4&pp=iAQB8AUB,Anne-Marie - Boy [Official Video],앤 마리,Boy 
pRfmrE0ToTo,https://www.youtube.com/watch?v=pRfmrE0ToTo&list=PLf40m5lz86vJ4V672gUmrWMIulVk2jTO7&index=5&pp=iAQB8AUB,Anne-Marie & James Arthur - Rewrite The Stars [from The Greatest Showman: Reimagined],앤 마리,Rewrite The Stars
qqob4D3BoZc,https://www.youtube.com/watch?v=qqob4D3BoZc&list=PLf40m5lz86vJ4V672gUmrWMIulVk2jTO7&index=6&pp=iAQB8AUB,Anne-Marie - Ciao Adios [Official Video],앤 마리,Ciao Adios 
papuvlVeZg8,https://www.youtube.com/watch?v=papuvlVeZg8&list=PLf40m5lz86vJ4V672gUmrWMIulVk2jTO7&index=7&pp=iAQB8AUB,Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie) [Official Video],앤 마리,Rockabye (feat. Sean Paul & Anne-Marie) 
XeKoCLVXKNo,https://www.youtube.com/watch?v=XeKoCLVXKNo&list=PLf40m5lz86vJ4V672gUmrWMIulVk2jTO7&index=8&pp=iAQB8AUB,David Guetta feat Anne-Marie - Don't Leave Me Alone (Official Video),앤 마리,Don't Leave Me Alone 
r3RXHOTMmLw,https://www.youtube.com/watch?v=r3RXHOTMmLw&list=PLf40m5lz86vJ4V672gUmrWMIulVk2jTO7&index=9&pp=iAQB8AUB,Anne-Marie - Alarm [Official Video],앤 마리,Alarm 
ZOdltebCOX8,https://www.youtube.com/watch?v=ZOdltebCOX8&list=PLf40m5lz86vJ4V672gUmrWMIulVk2jTO7&index=10&pp=iAQB8AUB,Anne-Marie - Heavy [Official Video],앤 마리,Heavy 
47ppAHa-sXA,https://www.youtube.com/watch?v=47ppAHa-sXA&list=RDCLAK5uy_kInB5WMZBeDJQ_Ri-4GYWvJIRuuqKWAao&index=1&pp=8AUB,My Beloved,이하이,My Beloved
5iSlfF8TQ9k,https://www.youtube.com/watch?v=5iSlfF8TQ9k&list=RDCLAK5uy_kInB5WMZBeDJQ_Ri-4GYWvJIRuuqKWAao&index=2&pp=8AUB,LEE HI - '한숨 (BREATHE)' M/V,이하이,한숨 (BREATHE)
GLlP-CNlY9I,https://www.youtube.com/watch?v=GLlP-CNlY9I&list=RDCLAK5uy_kInB5WMZBeDJQ_Ri-4GYWvJIRuuqKWAao&index=3&pp=8AUB,이하이 (LeeHi) - '빨간 립스틱 (Red Lipstick) (Feat. 윤미래)' Official MV (ENG/CHN),이하이,빨간 립스틱 (Red Lipstick) (Feat. 윤미래)
VdeK_VsG9U0,https://www.youtube.com/watch?v=VdeK_VsG9U0&list=RDCLAK5uy_kInB5WMZBeDJQ_Ri-4GYWvJIRuuqKWAao&index=4&pp=8AUB,이하이 (LEE HI) - 홀로 (HOLO) Official Music Video (ENG/CHN),이하이,홀로 (HOLO
t6l4rrREwIs,https://www.youtube.com/watch?v=t6l4rrREwIs&list=RDCLAK5uy_kInB5WMZBeDJQ_Ri-4GYWvJIRuuqKWAao&index=5&pp=8AUB,"이하이 (LeeHi), 성시경 (SUNG SI KYUNG) - '골목길 (Alley) (with 성시경)' Official MV",이하이,골목길 (Alley) (with 성시경)
GQqyCeKf8rw,https://www.youtube.com/watch?v=GQqyCeKf8rw&list=RDCLAK5uy_kInB5WMZBeDJQ_Ri-4GYWvJIRuuqKWAao&index=6&pp=8AUB,LEE HI - '누구 없소 (NO ONE) (Feat. B.I of iKON)' M/V,이하이,누구 없소 (NO ONE) (Feat. B.I of iKON)
